"RowNumber","Institutional code","Name of Organisation","Country","City"
"2828","P  PORTO57","UNIVERSIDADE LUSÓFONA DO PORTO","PT","Porto"
"2829","P  PORTO59","ESCOLA SUPERIOR DE ENFERMAGEM DE SANTA MARIA","PT","PORTO"
"2830","P  POVOA-D02","ISAVE - INSTITUTO SUPERIOR DE SAÚDE DO ALTO AVE","PT","PÓVOA DE LANHOSO"
"2831","P  SANTARE01","INSTITUTO POLITECNICO DE SANTAREM","PT","SANTARÉM"
"2832","P  SANTARE06","ISLA - INSTITUTO SUPERIOR DE LINGUAS E ADMINISTRACAO DE SANTAREM","PT","SANTARÉM"
"2833","P  SETUBAL01","INSTITUTO POLITÉCNICO DE SETÚBAL ","PT","SETÚBAL"
"2834","P  TOMAR01","INSTITUTO POLITÉCNICO DE TOMAR","PT","TOMAR"
"2835","P  VIANA-D01","INSTITUTO POLITECNICO DE VIANA DO CASTELO","PT","Viana do Castelo"
"2836","P  VILANOV01","INSTITUTO SUPERIOR DE LINGUAS E ADMINISTRAÇAO DE VILA NOVA DE GAIA","PT","Vila Nova de Gaia"
"2837","P  VILANOV02","INSTITUTO SUPERIOR POLITÉCNICO GAYA","PT","VILA NOVA DE GAIA"
"2838","P  VILANOV05","Escola Superior Gallaecia","PT","Vila Nova de Cerveira"
"2839","P  VILA-RE01","UNIVERSIDADE DE TRÁS-OS-MONTES E ALTO DOURO","PT","Vila Real"
"2840","P  VISEU01","INSTITUTO SUPERIOR POLITÉCNICO DE VISEU","PT","Viseu"
"2841","PL BIALA01","PANSTWOWA WYZSZA SZKOLA ZAWODOWA IM. PAPIEZA JANA PAWLA II W BIALEJ PODLASKIEJ","PL","BIALA PODLASKA"
"2842","PL BIALYST01","POLITECHNIKA BIALOSTOCKA","PL","Bialystok"
"2843","PL BIALYST02","UNIWERSYTET MEDYCZNY W BIALYMSTOKU","PL","BIALYSTOK"
"2844","PL BIALYST03","WYZSZA SZKOLA FINANSOW I ZARZADZANIA W BIALYMSTOKU","PL","BIALYSTOK"
"2845","PL BIALYST04","UNIWERSYTET W BIALYMSTOKU","PL","Bialystok"
"2846","PL BIALYST05","WYZSZA SZKOLA ADMINISTRACJI PUBLICZNEJ IMIENIA STANISLAWA STASZICA W BIALYMSTOKU","PL","BIALYSTOK"
"2847","PL BIALYST09","NIEPANSTWOWA WYZSZA SZKOLA PEDAGOGICZNA W BIALYMSTOKU","PL","BIAŁYTSOK "
"2848","PL BIELSKO01","BIELSKA WYZSZA SZKOLA  IM. J. TYSZKIEWICZA","PL","BIELSKO-BIALA"
"2849","PL BIELSKO02","AKADEMIA TECHNICZNO-HUMANISTYCZNA W BIELSKU-BIALEJ","PL","Bielsko-Biala"
"2850","PL BIELSKO04","WYZSZA SZKOLA BANKOWOSCI I FINANSOW W BIELSKU-BIALEJ","PL","Bielsko-Biala"
"2851","PL BIELSKO06","WYZSZA SZKOLA EKONOMICZNO-HUMANISTYCZNA","PL","BIELSKO-BIAŁA"
"2852","PL BIELSKO08","WYZSZA SZKOLA ADMINISTRACJI","PL","BIELSKO-BIALA"
"2853","PL BRZESKO01","MALOPOLSKA SZKOLA WYZSZA W BRZESKU","PL","Brzesko"
"2854","PL BYDGOSZ01","UNIWERSYTET KAZIMIERZA WIELKIEGO/ AKADEMIA BYDGOSKA","PL","BYDGOSZCZ"
"2855","PL BYDGOSZ02","UNIWERSYTET TECHNOLOGICZNO - PRZYRODNICZY ","PL","BYDGOSZCZ"
"2856","PL BYDGOSZ04","AKADEMIA MUZYCZNA IM. F. NOWOWIEJSKIEGO W BYDGOSZCZY","PL","BYDGOSZCZ"
"2857","PL BYDGOSZ06","WYZSZA SZKOLA GOSPODARKI W BYDGOSZCZY","PL","Bydgoszcz"
"2858","PL BYDGOSZ08","KUJAWSKO-POMORSKA SZKOLA WYZSZA W BYDGOSZCZY","PL","Bydgoszcz"
"2859","PL CHELM01","Panstwowa Wyzsza Szkola Zawodowa w Chelmie","PL","Chelm"
"2860","PL CHORZOW01","GORNOSLASKA WYZSZA SZKOLA PRZEDSIEBIORCZOSCI IM. KAROLA GODULI W CHORZOWIE","PL","Chorzow"
"2861","PL CIECHAN02","PANSTWOWA WYZSZA SZKOLA ZAWODOWA W CIECHANOWIE","PL","CIECHANÓW"
"2862","PL CZESTOC01","POLITECHNIKA CZESTOCHOWSKA ","PL","CZESTOCHOWA"
"2863","PL CZESTOC02","AKADEMIA IM. JANA DLUGOSZA W CZESTOCHOWIE","PL","CZESTOCHOWA"
"2864","PL CZESTOC03","AKADEMIA POLONIJNA W CZESTOCHOWIE","PL","CZESTOCHOWA"
"2865","PL CZESTOC04","WYZSZA SZKOLA ZARZADZANIA W CZESTOCHOWIE","PL","CZESTOCHOWA"
"2866","PL CZESTOC05","WYZSZA SZKOLA LINGWISTYCZNA W CZESTOCHOWIE","PL","CZESTOCHOWA"
"2867","PL DABROWA01","WYZSZA SZKOLA BIZNESU W DABROWIE GORNICZEJ","PL","DABROWA GORNICZA"
"2868","PL ELBLAG01","PANSTWOWA WYZSZA SZKOLA ZAWODOWA W ELBLAGU","PL","Elblag"
"2869","PL GDANSK01","UNIWERSYTET GDANSKI","PL","Gdansk"
"2870","PL GDANSK02","POLITECHNIKA GDANSKA","PL","GDANSK"
"2871","PL GDANSK03","GDANSKI UNIWERSYTET MEDYCZNY","PL","Gdansk"
"2872","PL GDANSK04","AKADEMIA MUZYCZNA W GDANSKU ","PL","GDANSK"
"2873","PL GDANSK05","AKADEMIA SZTUK PIĘKNYCH W GDAŃSKU","PL","Gdańsk"
"2874","PL GDANSK06","AKADEMIA WYCHOWANIA FIZYCZNEGO I SPORTU IM. JĘDRZEJA ŚNIADECKIEGO W GDAŃSKU","PL","GDAŃSK"
"2875","PL GDANSK07","WYZSZA SZKOLA TURYSTYKI I HOTELARSTWA W GDANSKU","PL","GDANSK"
"2876","PL GDANSK08","WYZSZA SZKOLA BANKOWA","PL","Gdansk"
"2877","PL GDANSK10","WYZSZA SZKOLA ZARZADZANIA W GDANSKU","PL","Gdansk"
"2878","PL GDANSK11","ATENEUM - SZKOŁA WYŻSZA","PL","GDANSK"
"2879","PL GDYNIA01","AKADEMIA MORSKA W GDYNI","PL","Gdynia"
"2880","PL GDYNIA02","WYZSZA SZKOLA ADMINISTRACJI I BIZNESU IM. EUGENIUSZA KWIATKOWSKIEGO W GDYNI (WSAIB)","PL","Gdynia"
"2881","PL GDYNIA03","AKADEMIA MARYNARKI WOJENNEJ IM. BOHATERÓW WESTERPLATTE","PL","GDYNIA"
"2882","PL GDYNIA05","POMORSKA WYZSZA SZKOLA NAUK STOSOWANYCH W GDYNI","PL","GDYNIA"
"2883","PL GLIWICE01","POLITECHNIKA SLASKA","PL","Gliwice"
"2884","PL GLOGOW02","PANSTWOWA WYZSZA SZKOLA ZAWODOWA W GLOGOWIE","PL","GLOGOW"
"2885","PL GNIEZNO01","PANSTWOWA WYZSZA SZKOLA ZAWODOWA W GNIEZNIE","PL","Gniezno"
"2886","PL GORZOW01","PANSTWOWA WYZSZA SZKOLA ZAWODOWA W GORZOWIE WIELKOPOLSKIM","PL","GORZÓW WIELKOPOLSKI"
"2887","PL JAROSLA02","PANSTWOWA WYZSZA SZKOLA TECHNICZNO-EKONOMICZNA IM.KS. BRONISLAWA MARKIEWICZA W JAROSLAWIU","PL","Jaroslaw"
"2888","PL JELENIA01","KARKONOSKA PAŃSTWOWA SZKOŁA WYZSZA W JELENIEJ GÓRZE","PL","Jelenia Gora"
"2889","PL JOZEFOW01","WYZSZA SZKOLA GOSPODARKI EUROREGIONALNEJ IM. ALCIDE DE GASPERI W JOZEFOWIE","PL","Jozefow"
"2890","PL JOZEFOW02","WYZSZA SZKOLA NAUK SPOLECZNYCH IM. KS.JOZEFA MAJKI W MINSKU MAZOWIECKIM","PL","Jozefow"
"2891","PL KALISZ01","PANSTWOWA WYZSZA SZKOLA ZAWODOWA IM. PREZYDENTA STANISLAWA WOJCIECHOWSKIEGO W KALISZU","PL","KALISZ"
"2892","PL KATOWIC01","UNIWERSYTET SLASKI W KATOWICACH","PL","Katowice"
"2893","PL KATOWIC02","UNIWERSYTET EKONOMICZNY W KATOWICACH","PL","Katowice"
"2894","PL KATOWIC03","SLASKI UNIWERSYTET MEDYCZNY W KATOWICACH","PL","Katowice"
"2895","PL KATOWIC04","AKADEMIA MUZYCZNA IM. KAROLA SZYMANOWSKIEGO W KATOWICACH","PL","Katowice"
"2896","PL KATOWIC05","AKADEMIA WYCHOWANIA FIZYCZNEGO IM. J.KUKUCZKI W KATOWICACH","PL","Katowice"
"2897","PL KATOWIC06","SLASKA WYZSZA SZKOLA ZARZADZANIA IM. GEN. JERZEGO ZIETKA W KATOWICACH","PL","Katowice"
"2898","PL KATOWIC07","GORNOSLASKA WYZSZA SZKOLA HANDLOWA IM. WOJCIECHA KORFANTEGO","PL","Katowice"
"2899","PL KATOWIC08","AKADEMIA SZTUK PIEKNYCH W KATOWICACH (ASP)","PL","Katowice"
"2900","PL KATOWIC10","WYŻSZA SZKOŁA ZARZĄDZANIA MARKETINGOWEGO I JĘZYKÓW OBCYCH","PL","Katowice"
"2901","PL KATOWIC12","WYZSZA SZKOLA TECHNOLOGII INFORMATYCZNYCH W KATOWICACH","PL","KATOWICE"
"2902","PL KATOWIC13","ŚLĄSKA WYŻSZA SZKOŁA MEDYCZNA","PL","KATOWICE"
"2903","PL KATOWIC14","WYZSZA SZKOLA ZARZADZANIA OCHRONA PRACY","PL","KATOWICE"
"2904","PL KATOWIC15","WYŻSZA SZKOŁA TECHNICZNA W KATOWICACH","PL","KATOWICE"
"2905","PL KIELCE01","POLITECHNIKA SWIETOKRZYSKA W KIELCACH","PL","Kielce"
"2906","PL KIELCE02","UNIWERSYTET HUMANISTYCZNO-PRZYRODNICZY IM. JANA KOCHANOWSKIEGO W KIELCACH","PL","Kielce"
"2907","PL KIELCE04","WSZECHNICA SWIETOKRZYSKA","PL","Kielce"
"2908","PL KIELCE05","WYZSZA SZKOLA EKONOMII I PRAWA IM.PROF.EDWARDA F. LIPINSKIEGO ","PL","KIELCE"
"2909","PL KIELCE08","WYZSZA SZKOLA EKONOMII TURYSTYKI I NAUK SPOLECZNYCH W KIELCACH","PL","Kielce"
"2910","PL KIELCE11","WYŻSZA SZKOŁA HANDLOWA IM. BOLESŁAWA MARKOWSKIEGO W KIELCACH","PL","KIELCE"
"2911","PL KIELCE12","ŚWIĘTOKRZYSKA SZKOŁA WYŻSZA W KIELCACH","PL","KIELCE"
"2912","PL KONIN02","PANSTWOWA WYZSZA SZKOLA ZAWODOWA W KONINIE","PL","KONIN"
"2913","PL KOSZALI01","POLITECHNIKA KOSZALINSKA","PL","KOSZALIN"
"2914","PL KRAKOW01","UNIWERSYTET JAGIELLONSKI","PL","Krakow"
"2915","PL KRAKOW02","AKADEMIA GÓRNICZO-HUTNICZA","PL","KRAKOW"
"2916","PL KRAKOW03","POLITECHNIKA KRAKOWSKA IM. TADEUSZA KOSCIUSZKI","PL","KRAKOW"
"2917","PL KRAKOW04","UNIWERSYTET EKONOMICZNY W KRAKOWIE ","PL","KRAKOW"
"2918","PL KRAKOW05","UNIWERSYTET PEDAGOGICZNY IM.KEN W KRAKOWIE","PL","KRAKOW"
"2919","PL KRAKOW06","UNIWERSYTET ROLNICZY IM. HUGONA KOLLATAJA W KRAKOWIE","PL","Krakow"
"2920","PL KRAKOW08","UNIWERSYTET PAPIESKI JANA PAWLA II W KRAKOWIE","PL","KRAKÓW"
"2921","PL KRAKOW09","AKADEMIA MUZYCZNA W KRAKOWIE                                                                                            ","PL","KRAKÓW"
"2922","PL KRAKOW10","AKADEMIA SZTUK PIEKNYCH IM. JANA MATEJKI W KRAKOWIE","PL","KRAKOW"
"2923","PL KRAKOW11","PANSTWOWA WYZSZA SZKOLA TEATRALNA IM. L. SOLSKIEGO W KRAKOWIE ","PL","Krakow"
"2924","PL KRAKOW12","AKADEMIA WYCHOWANIA FIZYCZNEGO IM. BRONISLAWA CZECHA W KRAKOWIE","PL","Cracow"
"2925","PL KRAKOW15","WYŻSZA SZKOŁA ZARZĄDZANIA I BANKOWOŚCI W KRAKOWIE","PL","KRAKÓW"
"2926","PL KRAKOW17","KRAKOWSKA AKADEMIA IM. ANDRZEJA FRYCZA MODRZEWSKIEGO","PL","Krakow"
"2927","PL KRAKOW18","WYZSZA SZKOLA EKONOMII I INFORMATYKI W KRAKOWIE","PL","Krakow"
"2928","PL KRAKOW19","WYZSZA SZKOLA FILOZOFICZNO-PEDAGOGICZNA IGNATIANUM W KRAKOWIE","PL","KRAKOW"
"2929","PL KRAKOW20","WYZSZA SZKOLA EUROPEJSKA IM. KS. JOZEFA TISCHNERA","PL","Krakow"
"2930","PL KROSNO01","PANSTWOWA WYZSZA SZKOLA ZAWODOWA W KROSNIE","PL","Krosno"
"2931","PL KWIDZYN01","POWISLANSKA SZKOLA WYZSZA","PL","Kwidzyn"
"2932","PL LEGNICA01","PANSTWOWA WYZSZA SZKOLA ZAWODOWA IM. WITELONA W LEGNICY","PL","LEGNICA"
"2933","PL LESZNO01","PANSTWOWA WYZSZA SZKOLA ZAWODOWA IM. JANA AMOSA KOMENSKIEGO W LESZNIE","PL","Leszno"
"2934","PL LODZ01","UNIWERSYTET LODZKI","PL","Lodz"
"2935","PL LODZ02","POLITECHNIKA LÓDZKA","PL","Lodz"
"2936","PL LODZ03","UNIWERSYTET MEDYCZNY W ŁODZI","PL","LODZ"
"2937","PL LODZ04","AKADEMIA MUZYCZNA IM. GRAZYNY I KIEJSTUTA BACEWICZOW W LODZI","PL","Lodz"
"2938","PL LODZ05","AKADEMIA SZTUK PIEKNYCH IM. WLADYSLAWA STRZEMINSKIEGO W LODZI ","PL","LODZ"
"2939","PL LODZ07","AKADEMIA HUMANISTYCZNO-EKONOMICZNA W LODZI","PL","Lodz"
"2940","PL LODZ09","SPOLECZNA AKADEMIA NAUK","PL","Lodz"
"2941","PL LODZ15","WYZSZA SZKOLA STUDIÓW MIÊDZYNARODOWYCH","PL","LÓDZ"
"2942","PL LODZ21","WYŻSZA SZKOŁA BIZNESU I NAUK O ZDROWIU","PL","ŁÓDŹ"
"2943","PL LOMZA03","PANSTWOWA WYZSZA SZKOLA INFORMATYKI I PRZEDSIEBIORCZOSCI W LOMZY","PL","LOMZA"
"2944","PL LUBIN02","DOLNOŚLĄSKA WYŻSZA SZKOŁA PRZEDSIĘBIORCZOŚCI I TECHNIKI W POLKOWICACH","PL","POLKOWICE"
"2945","PL LUBLIN01","UNIWERSYTET MARII CURIE-SKLODOWSKIEJ","PL","LUBLIN"
"2946","PL LUBLIN02","KATOLICKI UNIWERSYTET LUBELSKI JANA PAWLA II","PL","Lublin"
"2947","PL LUBLIN03","POLITECHNIKA LUBELSKA","PL","Lublin"
"2948","PL LUBLIN04","UNIWERSYTET PRZVRODNICZY W LUBLINIE","PL","LUBLIN"
"2949","PL LUBLIN05","UNIWERSYTET MEDYCZNY W LUBLINIE","PL","Lublin"
"2950","PL LUBLIN06","WYZSZA SZKOLA PRZEDSIEBIORCZOSCI I ADMINISTRACJI W LUBINIE","PL","Lublin"
"2951","PL LUBLIN08","WYZSZA SZKOLA SPOLECZNO PRZYRODNICZA IM. WINCENTEGO POLA W LUBLINIE","PL","Lublin"
"2952","PL LUBLIN09","WYZSZA SZKOLA EKONOMII I INNOWACJI W LUBLINIE","PL","Lublin"
"2953","PL NOWY-SA01","WYZSZA SZKOLA BIZNESU  W NOWYM SACZU","PL","NOWY SACZ"
"2954","PL NOWY-SA02","PANSTWOWA WYZSZA SZKOLA ZAWODOWA W NOWYM SACZU","PL","NOWY SACZ"
"2955","PL NOWY-TA01","PODHALAŃSKA PAŃSTWOWA WYŻSZA SZKOŁA ZAWODOWA W NOWYM TARGU","PL","NOWY TARG"
"2956","PL NYSA01","PANSTWOWA WYZSZA SZKOLA ZAWODOWA W NYSIE","PL","NYSA"
"2957","PL OLSZTYN01","UNIWERSYTET WARMINSKO-MAZURSKI  W OLSZTYNIE ","PL","Olsztyn"
"2958","PL OLSZTYN05","WYZSZA SZKOLA INFORMATYKI I EKONOMII TOWARZYSTWA WIEDZY POWSZECHNEJ","PL","OLSZTYN"
"2959","PL OLSZTYN07","OLSZTYNSKA SZKOLA WYZSZA IM. JOZEFA RUSIECKIEGO","PL","OLSZTYN"
"2960","PL OPOLE01","UNIWERSYTET OPOLSKI","PL","Opole"
"2961","PL OPOLE02","POLITECHNIKA OPOLSKA ","PL","Opole"
"2962","PL OSTROLE01","WYZSZA SZKOLA EKONOMICZNO - SPOLECZNA W OSTROLECE","PL","OSTROLEKA"
"2963","PL OSTROWI01","WYZSZA SZKOLA BIZNESU I PRZEDSIEBIORCZOSCI W OSTROWCU SWIETOKRZYSKIM","PL","Ostrowiec Swietokrzyski"
"2964","PL OSWIECI01","PANSTWOWA WYZSZA SZKOLA ZAWODOWA W OSWIECIMIU","PL","OSWIECIM"
"2965","PL PILA02","Panstwowa Wyzsza Szkola Zawodowa im. Stanislawa Staszica w Pile","PL","Pila"
"2966","PL PIOTRKO01","WYZSZA SZKOLA HANDLOWA IM. KRÓLA STEFANA BATOREGO W PIOTRKOWIE TRYBUNALSKIM (WSH)","PL","PIOTRKÓW TRYBUNALSKI"
"2967","PL PLOCK02","PAŃSTWOWA WYŻSZA SZKOŁA ZAWODOWA W PŁOCKU","PL","PŁOCK"
"2968","PL POZNAN01","UNIWERSYTET IM. ADAMA MICKIEWICZA W POZNANIU","PL","Poznan"
"2969","PL POZNAN02","POLITECHNIKA POZNANSKA","PL","POZNAŃ"
"2970","PL POZNAN03","UNIWERSYTET EKONOMICZNY W POZNANIU","PL","Poznan"
"2971","PL POZNAN04","UNIWERSYTET PRZYRODNICZY W POZNANIU","PL","Poznan"
"2972","PL POZNAN05","UNIWERSYTET MEDYCZNY IM. KAROLA MARCINKOWSKIEGO W POZNANIU","PL","POZNAN"
"2973","PL POZNAN06","AKADEMIA MUZYCZNA IM. IGNACEGO JANA PADEREWSKIEGO W POZNANIU","PL","Poznan"
"2974","PL POZNAN08","AKADEMIA WYCHOWANIA FIZYCZNEGO IM. EUGENIUSZA PIASECKIEGO","PL","Poznan"
"2975","PL POZNAN10","WYZSZA SZKOLA HOTELARSTWA I GASTRONOMII","PL","POZNAN"
"2976","PL POZNAN12","UNIWERSYTET ARTYUSTYCZNY W POZNANIU","PL","Poznan"
"2977","PL POZNAN13","WYZSZA SZKOLA BANKOWA W POZNANIU","PL","POZNAN"
"2978","PL POZNAN14","WYZSZA SZKOLA HANDLU I USLUG W POZNANIU","PL","Poznan"
"2979","PL POZNAN15","WYZSZA SZKOLA KOMUNIKACJI I ZARZADZANIA","PL","Poznan"
"2980","PL POZNAN16 ","WYZSZA SZKOLA NAUK HUMANISTYCZNYCH I DZIENNIKARSTWA","PL","POZNAN"
"2981","PL POZNAN17","WYZSZA SZKOLA UMIEJETNOSCI SPOLECZNYCH","PL","Poznan"
"2982","PL POZNAN19","WYZSZA SZKOLA JEZYKOW OBCYCH IM SAMUELA BOGUMILA LINDEGO ","PL","POZNAN"
"2983","PL POZNAN21","POZNANSKA WYZSZA SZKOLA BIZNESU","PL","POZNAN"
"2984","PL POZNAN22","WYZSZA SZKOLA LOGISTYKI","PL","POZNAN"
"2985","PL POZNAN24","WYZSZA SZKOLA EDUKACJI I TERAPII","PL","POZNAN"
"2986","PL POZNAN25","WYZSZA SZKOLA BEZPIECZENSTWA Z SIEDZIBA W POZNANIU","PL","POZNAN"
"2987","PL PRZEMYS01","WYZSZA SZKOLA PRAWA I ADMINISTRACJI PRZEMYSLU","PL","Przemysl"
"2988","PL PRZEMYS02","PANSTWOWA WYZSZA SZKOLA WSCHODNIOEUROPEJSKA W PRZEMYSLU","PL","PRZEMYSL"
"2989","PL RACIBOR01","PANSTWOWA WYZSZA SZKOLA ZAWODOWA W RACIBORZU","PL","Raciborz"
"2990","PL RADOM01","UNIWERSYTET TECHNOLOGICZNO-HUMANISTYCZNY IM. KAZIMIERZA PUŁASKIEGO W RADOMIU","PL","Radom"
"2991","PL RADOM04","WYZSZA SZKOLA HANDLOWA W RADOMIU","PL","Radom"
"2992","PL RZESZOW01","POLITECHNIKA RZESZOWSKA ","PL","RZESZOW"
"2993","PL RZESZOW02","UNIWERSYTET RZESZOWSKI","PL","RZESZOW"
"2994","PL RZESZOW03","WYZSZA SZKOLA INFORMATYKI I ZARZADZANIA Z SIEDZIBA W RZESZOWIE (WSIIZ)","PL","Rzeszow"
"2995","PL SANOK01","PAŃSTWOWA WYŻSZA SZKOŁA ZAWODOWA IM. JANA GRODKA W SANOKU, PWSZ W SANOKU","PL","SANOK"
"2996","PL SIEDLCE01","UNIWERSYTET PRZYRODNICZO-HUMANISTYCZNY W SIEDLCACH","PL","SIEDLCE"
"2997","PL SLUPSK01"," AKADEMIA POMORSKA W SLUPSKU","PL","SLUPSK"
"2998","PL SOPOT01","SOPOCKA SZKOŁA WYŻSZA","PL","SOPOT"
"2999","PL SOSNOWI01","Wyzsza Szkola Humanitas","PL","Sosnowiec"
"3000","PL SUCHA-B01","WYZSZA SZKOLA TURYSTYKI I EKOLOGII","PL","Sucha Beskidzka"
"3001","PL SULECHO01","PANSTWOWA WYZSZA SZKOLA ZAWODOWA W SULECHOWIE","PL","SULECHOW"
"3002","PL SUWALKI03","PAŃSTWOWA WYZSZA SZKOŁA ZAWODOWA W SUWAŁKACH IM. PROF. EDWARDA F. SZCZEPANIKA W SUWAŁKACH","PL","SUWALKI"
"3003","PL SZCZECI01","UNIWERSYTET SZCZECINSKI","PL","Szczecin"
"3004","PL SZCZECI02","ZACHODNIOPOMORSKI UNIWERSYTET TECHNOLOGICZNY ","PL","SZCZECIN "
"3005","PL SZCZECI03","AKADEMIA MORSKA W SZCZECINIE","PL","SZCZECIN"
"3006","PL SZCZECI05","POMORSKI UNIWERSYTET MEDYCZNY W SZCZECINIE, POLSKA","PL","SZCZECIN"
"3007","PL SZCZECI06","ZACHODNIOPOMORSKA SZKOLA BIZNESU","PL","Szczecin"
"3008","PL SZCZECI15","AKADEMIA SZTUKI W SZCZECINIE (AS)","PL","SZCZECIN"
"3009","PL SZCZYTNO02","WYŻSZA SZKOŁA POLICJI W SZCZYTNIE","PL","SZCZYTNO"
"3010","PL TARNOW01","MALOPOLSKA WYZSZA SZKOLA EKONOMICZNA","PL","TARNÓW"
"3011","PL TARNOW02","PANSTWOWA WYZSZA SZKOLA ZAWODOWA  W  TARNOWIE","PL","Tarnow"
"3012","PL TORUN01","UNIWERSYTET MIKOLAJA KOPERNIKA W TORUNIU","PL","Torun"
"3013","PL TORUN02","WYZSZA SZKOLA BANKOWA W TORUNIU","PL","Torun"
"3014","PL TORUN04","WYZSZA SZKOLA KULTURY SPOLECZNEJ I MEDIALNEJ W TORUNIU","PL","TORUN"
"3015","PL WALBRZY04","PANSTWOWA WYZSZA SZKOLA ZAWODOWA IM. ANGELUSA SILESIUSA W WALBRZYCHU","PL","Walbrzych"
"3016","PL WALCZ01","PANSTWOWA WYZSZA SZKOLA ZAWODOWA W WALCZU","PL","WAŁCZ"
"3017","PL WARSZAW01","UNIWERSYTET WARSZAWSKI","PL","Warszawa"
"3018","PL WARSZAW02","POLITECHNIKA WARSZAWSKA","PL","Warszawa"
"3019","PL WARSZAW03","SZKOLA GLÓWNA HANDLOWA W WARSZAWIE","PL","WARSZAWA"
"3020","PL WARSZAW04","AKADEMIA PEDAGOGIKI SPECJALNEJ IM. MARII GRZEGORZEWSKIEJ","PL","Warszawa"
"3021","PL WARSZAW05","SZKOLA GLÓWNA GOSPODARSTWA WIEJSKIEGO ","PL","WARSZAWA"
"3022","PL WARSZAW06","WARSZAWSKI UNIWERSYTET MEDYCZNY","PL","WARSZAWA"
"3023","PL WARSZAW07","UNIWERSYTET KARDYNALA STEFANA WYSZYNSKIEGO W WARSZAWIE","PL","Warszawa"
"3024","PL WARSZAW08","CHRZEŚCIJAŃSKA AKADEMIA TEOLOGICZNA W WARSZAWIE","PL","WARSZAWA"
"3025","PL WARSZAW09","UNIWERSYTET MUZYCZNY IM. FRYDERYKA CHOPINA","PL","Warszawa"
"3026","PL WARSZAW10","AKADEMIA SZTUK PIEKNYCH W WARSZAWIE","PL","Warszawa"
"3027","PL WARSZAW11","AKADEMIA TEATRALNA IM. ALEKSANDRA ZELWEROWICZA","PL","Warszawa"
"3028","PL WARSZAW12","AKADEMIA WYCHOWANIA FIZYCZNEGO JOZEFA PILSUDSKIEGO W WARSZAWIE","PL","Warszawa (Warsaw)"
"3029","PL WARSZAW14","WYZSZA SZKOLA HANDLU I PRAWA IM. RYSZARDA LAZARSKIEGO W WARSZAWIE","PL","WARSZAWA"
"3030","PL WARSZAW15","AKADEMIA FINANSOW I BIZNESU VISTULA","PL","WARSZAWA"
"3031","PL WARSZAW16","WYZSZA SZKOLA ZARZADZANIA","PL","WARSZAWA"
"3032","PL WARSZAW17","WYZSZA SZKOLA ZARZADZANIA I PRAWA im. Heleny Chodkowskiej w Warszawie","PL","WARSZAWA"
"3033","PL WARSZAW21","AKADEMIA LEONA KOZMINSKIEGO","PL","WARSZAWA"
"3034","PL WARSZAW23","WYZSZA SZKOLA PEDAGOGICZNA TOWARZYSTWA WIEDZY POWSZECHNEJ","PL","Warsaw"
"3035","PL WARSZAW26","WYŻSZA SZOŁA MENEDŻERSKA W WARSZAWIE","PL","WARSZAWA"
"3036","PL WARSZAW28","POLSKO-JAPONSKA WYZSZA SZKOLA TECHNIK KOMPUTEROWYCH","PL","WARSZAWA"
"3037","PL WARSZAW33","WOJSKOWA AKADEMIA TECHNICZNA IM. JAROSLAWA DABROWSKIEGO","PL","WARSAW"
"3038","PL WARSZAW35","Collegium Civitas","PL","WARSZAWA"
"3039","PL WARSZAW37","SZKOLA WYZSZA PSYCHOLOGII SPOLECZNEJ","PL","WARSZAWA"
"3040","PL WARSZAW41","WYŻSZA SZKOŁA EKOLOGII I ZARZĄDZANIA","PL","WARSAW"
"3041","PL WARSZAW53","WARSZAWSKA WYZSZA SZKOLA INFORMATYKI","PL","WARSZAWA"
"3042","PL WARSZAW61","WSZECHNICA POLSKA SZKOŁA WYŻSZA W WARSZAWIE","PL","WARSAW"
"3043","PL WARSZAW62","Szkola Nauk Spolecznych, Instytutu Filozofii i Socjologii, Polskiej Akademii Nauk","PL","Warsaw"
"3044","PL WARSZAW63","WYZSZA SZKOLA FINANSÓW I ZARZADZANIA W WARSZAWIE","PL","WARSZAWA"
"3045","PL WARSZAW65","WYZSZA SZKOLA ADMINISTRACYJNO- SPOLECZNA W WARSZAWIE","PL","WARSZAWA"
"3046","PL WARSZAW68","AKADEMIA OBRONY NARODOWEJ","PL","WARSAW"
"3047","PL WARSZAW69","WYŻSZA SZKOŁA CŁA I LOGISTYKI W WARSZAWIE","PL","WARSAW"
"3048","PL WARSZAW73","SZKOŁA GŁÓWNA SŁUŻBY POŻARNICZEJ","PL","WARSAW"
"3049","PL WARSZAW75","WYZSZA SZKOLA PROMOCJI W WARSZAWIE","PL","WARSAW"
"3050","PL WARSZAW76","INSTYTUT BADAN LITERACKICH POLSKIEJ AKADEMII NAUK","PL","WARSZAWA"
"3051","PL WARSZAW77","VIAMODA SZKOLA WYZSZA","PL","WARSZAWA"
"3052","PL WLOCLAW02","PANSTWOWA WYZSZA SZKOLA ZAWODOWA WE WLOCLAWKU","PL","WLOCLAWEK"
"3053","PL WLOCLWA01","WYZSZA SZKOLA HUMANISTYCZNO-EKONOMICZNA WE WLOCLAWKU","PL","WLOCLAWEK"
"3054","PL WROCLAW01","UNIWERSYTET WROCLAWSKI","PL","WROCLAW"
"3055","PL WROCLAW02","POLITECHNIKA WROCLAWSKA","PL","WROCLAW"
